Category,Medication,Prodcode,Gemscript code,Product Name,Drug Substance,BNF Code
Pain medication,Ibuprofen,36030,98986020,Biatain-Ibu Soft-Hold dressing 15cm x 15cm square (Coloplast Ltd),Ibuprofen,72213100
Pain medication,Ibuprofen,44892,99013020,Sudafed sinus pressure & pain Tablet (McNeil Products Ltd),Ibuprofen/Pseudoephedrine hydrochloride,03100000/10010100
Pain medication,Ibuprofen,37805,99075020,Polyurethane foam Film dressing 15cmx15cm,Ibuprofen,57020500
Pain medication,Ibuprofen,46342,99120020,Medifen 3with months 100mg/5ml Oral suspension (SSL International Plc),Ibuprofen,10010100
Pain medication,Ibuprofen,45145,99372020,Ibuleve Speed Relief Max Strength 10% gel (Dendron Ltd),Ibuprofen,10030250
Pain medication,Ibuprofen,46860,99382020,Anadin LiquiFast 200mg effervescent tablets (Pfizer Consumer Healthcare Ltd),Ibuprofen,10010100
Pain medication,Indometacin,24234,!3438101,INDOCID,,00000000
Pain medication,Indometacin,27870,!3440101,INDOCID-R,,00000000
Pain medication,Indometacin,25079,!3442101,INDOMETHACIN,,00000000
Pain medication,Indometacin,12358,02552007,FLEXIN-LS CONTINUS 50 MG TAB,,00000000
Pain medication,Indometacin,23018,04842007,INDOMETHACIN 200 MG SUP,,00000000
Pain medication,Indometacin,25502,05801007,INDOMETHACIN 75 MG SUS,,00000000
Pain medication,Indometacin,19753,05970007,INDOCID 500 MG SUP,,00000000
Pain medication,Indometacin,12093,06103007,INDOMETHACIN DROPS EYE,,00000000
Pain medication,Indometacin,60930,08191020,Indometacin 25mg capsules (Alliance Healthcare (Distribution) Ltd),Indometacin,07010300/10010100
Pain medication,Indometacin,60916,08210020,Indometacin 75mg modified-release capsules (Kent Pharmaceuticals Ltd),Indometacin,10010100
Pain medication,Indometacin,60772,20162020,Indometacin 25mg/5ml oral solution,Indometacin,07010300/10010100
Pain medication,Indometacin,68708,21838021,Indometacin 75mg modified-release capsules (DE Pharmaceuticals),Indometacin,10010100
Pain medication,Indometacin,51339,40591020,Indometacin 25mg capsules (Genesis Pharmaceuticals Ltd),Indometacin,07010300/10010100
Pain medication,Indometacin,41817,49850020,Indometacin sr 75mg Modified-release capsule (C P Pharmaceuticals Ltd),Indometacin,10010100/10010450
Pain medication,Indometacin,24137,49854020,Indometacin 25mg capsules (Actavis UK Ltd),Indometacin,07010300/10010100
Pain medication,Indometacin,33321,49855020,Indometacin 50mg capsules (Actavis UK Ltd),Indometacin,07010300/10010100
Pain medication,Indometacin,34199,49856020,Indometacin 100mg suppositories (Actavis UK Ltd),Indometacin,07010300/10010100
Pain medication,Indometacin,32641,49864020,Indometacin 25mg capsules (A A H Pharmaceuticals Ltd),Indometacin,07010300/10010100
Pain medication,Indometacin,31959,49865020,Indometacin 50mg capsules (A A H Pharmaceuticals Ltd),Indometacin,07010300/10010100
Pain medication,Indometacin,24193,49913020,Imbrilon 25mg Capsule (Berk Pharmaceuticals Ltd),Indometacin,10010100/10010450
Pain medication,Indometacin,24212,49914020,Imbrilon 50mg Capsule (Berk Pharmaceuticals Ltd),Indometacin,10010100/10010450
Pain medication,Indometacin,23795,49915020,Imbrilon 100mg Suppository (Berk Pharmaceuticals Ltd),Indometacin,10010100/10010450
Pain medication,Indometacin,120,49932020,Indocid 25mg capsules (Merck Sharp & Dohme Ltd),Indometacin,10010100
Pain medication,Indometacin,1688,49933020,Indocid 50mg capsules (Merck Sharp & Dohme Ltd),Indometacin,10010100
Pain medication,Indometacin,10625,49934020,Indocid 5mg/ml oral suspension (Merck Sharp & Dohme Ltd),Indometacin,00000000
Pain medication,Indometacin,41615,53369020,Indometacin 50mg Capsule (Approved Prescription Services Ltd),Indometacin,10010100/10010450
Pain medication,Indometacin,41521,53370020,Indometacin 25mg Capsule (Approved Prescription Services Ltd),Indometacin,10010100/10010450
Pain medication,Indometacin,41823,53374020,Indometacin sr 75mg Modified-release capsule (Generics (UK) Ltd),Indometacin,10010100/10010450
Pain medication,Indometacin,28900,53375020,Indometacin 25mg Capsule (Generics (UK) Ltd),Indometacin,10010100/10010450
Pain medication,Indometacin,33318,53376020,Indometacin 50mg Capsule (Generics (UK) Ltd),Indometacin,10010100/10010450
Pain medication,Indometacin,920,54426020,Indocid 100mg suppositories (Aspen Pharma Trading Ltd),Indometacin,07010300/10010100
Pain medication,Indometacin,1496,54429020,Indocid R 75mg capsules (Merck Sharp & Dohme Ltd),Indometacin,10010100
Pain medication,Indometacin,62643,55788020,Indometacin 50mg Capsule (Carter Wallace Ltd),Indometacin,10010100/10010450
Pain medication,Indometacin,24320,58460020,Indolar 50mg Capsule (Lagap),Indometacin,10010100/10010450
Pain medication,Indometacin,26083,58461020,Indolar 100mg Suppository (Lagap),Indometacin,10010100/10010450
Pain medication,Indometacin,14476,58464020,Indolar SR 75mg capsules (Sandoz Ltd),Indometacin,10010100
Pain medication,Indometacin,177,58913020,Indometacin 25mg capsules,Indometacin,07010300/10010100
Pain medication,Indometacin,736,58914020,Indometacin 50mg capsules,Indometacin,07010300/10010100
Pain medication,Indometacin,1210,58915020,Indometacin 75mg modified-release capsules,Indometacin,10010100
Pain medication,Indometacin,919,58918020,Indometacin 100mg suppositories,Indometacin,07010300/10010100
Pain medication,Indometacin,33113,58999020,Artracin 50mg Capsule (DDSA Pharmaceuticals Ltd),Indometacin,10010100/10010450
Pain medication,Indometacin,44313,59004020,Indoflex 25mg Capsule (Unimed Pharmaceuticals Ltd),Indometacin,10010100/10010450
Pain medication,Indometacin,52141,59007020,Mobilan 25mg Capsule (Galen Ltd),Indometacin,10010100/10010450
Pain medication,Indometacin,24308,59011020,Slo-Indo 75mg capsules (Mylan),Indometacin,10010100
Pain medication,Indometacin,42003,59423020,Indometacin sr 75mg Capsule (Lagap),Indometacin,10010100/10010450
Pain medication,Indometacin,34190,59891020,Indometacin 75mg modified-release capsules (A A H Pharmaceuticals Ltd),Indometacin,10010100
Pain medication,Indometacin,32097,59898020,Indometacin 75mg Modified-release capsule (Actavis UK Ltd),Indometacin,10010100/10010450
Pain medication,Indometacin,45256,62429020,Indometacin 25mg Capsule (Meridian Healthcare (UK) Ltd),Indometacin,10010100/10010450
Pain medication,Indometacin,36577,62430020,Indometacin 50mg Capsule (Meridian Healthcare (UK) Ltd),Indometacin,10010100/10010450
Pain medication,Indometacin,3168,63544020,Indometacin 25mg/5ml oral suspension sugar free,Indometacin,00000000
Pain medication,Indometacin,1051,63545020,Indometacin 75mg modified-release tablets,Indometacin,00000000
Pain medication,Indometacin,2671,63546020,Indometacin 50mg modified-release tablets,Indometacin,00000000
Pain medication,Indometacin,15005,63549020,Indomod 25mg modified-release capsules (Pfizer Ltd),Indometacin,00000000
Pain medication,Indometacin,18662,63550020,Indomod 75mg modified-release capsules (Pfizer Ltd),Indometacin,10010100
Pain medication,Indometacin,18234,63553020,Rheumacin LA 75mg capsules (Hillcross Pharmaceuticals Ltd),Indometacin,10010100
Pain medication,Indometacin,3216,67393020,Indometacin 25mg modified-release tablets,Indometacin,00000000
Pain medication,Indometacin,10558,68265020,Flexin-75 Continus tablets (Napp Pharmaceuticals Ltd),Indometacin,00000000
Pain medication,Indometacin,13639,68266020,Flexin-50 Continus tablets (Napp Pharmaceuticals Ltd),Indometacin,00000000
Pain medication,Indometacin,13606,68267020,Flexin-25 Continus tablets (Napp Pharmaceuticals Ltd),Indometacin,00000000
Pain medication,Indometacin,58523,72599020,Indometacin 50mg capsules (Almus Pharmaceuticals Ltd),Indometacin,07010300/10010100
Pain medication,Indometacin,67756,73417020,Indometacin 25mg capsules (Almus Pharmaceuticals Ltd),Indometacin,07010300/10010100
Pain medication,Indometacin,70904,73878021,Indometacin 25mg capsules (Crescent Pharma Ltd),Indometacin,07010300/10010100
Pain medication,Indometacin,18242,74781020,Indocid PDA 1mg powder for solution for injection vials (Lundbeck Pharmaceuticals Ireland Ltd),Indometacin sodium trihydrate,07010400
Pain medication,Indometacin,20648,74784020,Indometacin 1mg powder for solution for injection vials,Indometacin sodium trihydrate,07010400
Pain medication,Indometacin,17750,74793020,Indomax 25mg Capsule (Ashbourne Pharmaceuticals Ltd),Indometacin,10010100/10010450
Pain medication,Indometacin,17680,74794020,Indomax 75 SR capsules (Ashbourne Pharmaceuticals Ltd),Indometacin,10010100
Pain medication,Indometacin,23026,77482020,Artracin sr 75mg Modified-release capsule (Trinity Pharmaceuticals Ltd),Indometacin,10010100/10010450
Pain medication,Indometacin,2200,80094020,Indometacin 25mg modified-release capsules,Indometacin,00000000
Pain medication,Indometacin,23204,85828020,Pardelprin MR 75mg capsules (Actavis UK Ltd),Indometacin,10010100
Pain medication,Naproxen,19559,!4802101,NAPROSYN,,00000000
Pain medication,Naproxen,23268,!4802102,NAPROSYN,,00000000
Pain medication,Naproxen,25092,!4804104,NAPROXEN,,00000000
Pain medication,Naproxen,28313,!4804105,NAPROXEN,,00000000
Pain medication,Naproxen,20704,!4805101,NAPROXEN SODIUM,,00000000
Pain medication,Naproxen,2391,04699007,NAPROXEN 250 MG CAP,,00000000
Pain medication,Naproxen,60115,08241020,Naproxen 250mg tablets (Alliance Healthcare (Distribution) Ltd),Naproxen,04070100/10010100
Pain medication,Naproxen,51829,08242020,Naproxen 250mg tablets (Kent Pharmaceuticals Ltd),Naproxen,04070100/10010100
Pain medication,Naproxen,70393,08244020,Naproxen 250mg tablets (DE Pharmaceuticals),Naproxen,04070100/10010100
Pain medication,Naproxen,63357,08245020,Naproxen 250mg tablets (Almus Pharmaceuticals Ltd),Naproxen,04070100/10010100
Pain medication,Naproxen,51360,08246020,Naproxen 250mg tablets (Accord Healthcare Ltd),Naproxen,04070100/10010100
Pain medication,Naproxen,53980,08247020,Naproxen 250mg tablets (Phoenix Healthcare Distribution Ltd),Naproxen,04070100/10010100
Pain medication,Naproxen,63843,08248020,Naproxen 250mg tablets (Milpharm Ltd),Naproxen,04070100/10010100
Pain medication,Naproxen,55454,08249020,Naproxen 500mg tablets (Kent Pharmaceuticals Ltd),Naproxen,04070100/10010100
Pain medication,Naproxen,61695,08250020,Naproxen 500mg tablets (Alliance Healthcare (Distribution) Ltd),Naproxen,04070100/10010100
Pain medication,Naproxen,51242,08251020,Naproxen 500mg tablets (Pfizer Ltd),Naproxen,04070100/10010100
Pain medication,Naproxen,59246,08255020,Naproxen 500mg tablets (Accord Healthcare Ltd),Naproxen,04070100/10010100
Pain medication,Naproxen,58213,08257020,Naproxen 500mg tablets (Milpharm Ltd),Naproxen,04070100/10010100
Pain medication,Naproxen,53700,08258020,Naproxen 250mg gastro-resistant tablets (Alliance Healthcare (Distribution) Ltd),Naproxen,04070100/10010100
Pain medication,Naproxen,55505,08259020,Naproxen 250mg gastro-resistant tablets (Kent Pharmaceuticals Ltd),Naproxen,04070100/10010100
Pain medication,Naproxen,59878,08260020,Naproxen 250mg gastro-resistant tablets (Almus Pharmaceuticals Ltd),Naproxen,04070100/10010100
Pain medication,Naproxen,70698,08261020,Naproxen 250mg gastro-resistant tablets (Ranbaxy (UK) Ltd),Naproxen,04070100/10010100
Pain medication,Naproxen,72047,08263020,Naproxen 250mg gastro-resistant tablets (Phoenix Healthcare Distribution Ltd),Naproxen,04070100/10010100
Pain medication,Naproxen,52931,08265020,Naproxen 500mg gastro-resistant tablets (Kent Pharmaceuticals Ltd),Naproxen,04070100/10010100
Pain medication,Naproxen,53626,08266020,Naproxen 500mg gastro-resistant tablets (Alliance Healthcare (Distribution) Ltd),Naproxen,04070100/10010100
Pain medication,Naproxen,65952,08267020,Naproxen 500mg gastro-resistant tablets (Almus Pharmaceuticals Ltd),Naproxen,04070100/10010100
Pain medication,Naproxen,58708,08268020,Naproxen 500mg gastro-resistant tablets (Ranbaxy (UK) Ltd),Naproxen,04070100/10010100
Pain medication,Naproxen,55894,08270020,Naproxen 500mg gastro-resistant tablets (Phoenix Healthcare Distribution Ltd),Naproxen,04070100/10010100
Pain medication,Naproxen,56554,20548020,Naproxen 250mg/5ml oral suspension,Naproxen,04070100/10010100
Pain medication,Naproxen,56106,20550020,Naproxen 500mg/5ml oral suspension,Naproxen,04070100/10010100
Pain medication,Naproxen,56762,31715020,Naproxen 100mg/5ml oral suspension,Naproxen,04070100/10010100
Pain medication,Naproxen,65348,40593020,Naproxen 250mg gastro-resistant tablets (Genesis Pharmaceuticals Ltd),Naproxen,04070100/10010100
Pain medication,Naproxen,54476,40594020,Naproxen 500mg gastro-resistant tablets (Genesis Pharmaceuticals Ltd),Naproxen,04070100/10010100
Pain medication,Naproxen,68685,47562020,Naproxen 250mg tablets (Waymade Healthcare Plc),Naproxen,04070100/10010100
Pain medication,Naproxen,60408,47565020,Naproxen 500mg gastro-resistant tablets (Waymade Healthcare Plc),Naproxen,04070100/10010100
Pain medication,Naproxen,68097,48067021,Naproxen 250mg tablets (Crescent Pharma Ltd),Naproxen,04070100/10010100
Pain medication,Naproxen,34923,49074020,Naproxen 250mg Tablet (Berk Pharmaceuticals Ltd),Naproxen,10010100/10010450
Pain medication,Naproxen,34922,49075020,Naproxen 500mg Tablet (Berk Pharmaceuticals Ltd),Naproxen,10010100/10010450
Pain medication,Naproxen,28255,49079020,Naproxen 250mg tablets (Wockhardt UK Ltd),Naproxen,04070100/10010100
Pain medication,Naproxen,39317,49080020,Naproxen 500mg tablets (Wockhardt UK Ltd),Naproxen,04070100/10010100
Pain medication,Naproxen,39085,49087020,Naproxen 250mg tablets (A A H Pharmaceuticals Ltd),Naproxen,04070100/10010100
Pain medication,Naproxen,34769,49088020,Naproxen 500mg tablets (A A H Pharmaceuticals Ltd),Naproxen,04070100/10010100
Pain medication,Naproxen,34743,49089020,Naproxen 500mg gastro-resistant tablets (A A H Pharmaceuticals Ltd),Naproxen,04070100/10010100
Pain medication,Naproxen,19007,52497020,Naprosyn 500mg Granules (Roche Products Ltd),Naproxen,10010100/10010450
Pain medication,Naproxen,72030,52799021,Naproxen 500mg tablets (Sigma Pharmaceuticals Plc),Naproxen,04070100/10010100
Pain medication,Naproxen,67363,52800021,Naproxen 250mg gastro-resistant tablets (Sigma Pharmaceuticals Plc),Naproxen,04070100/10010100
Pain medication,Naproxen,54783,53359020,Naproxen 250mg tablets (Teva UK Ltd),Naproxen,04070100/10010100
Pain medication,Naproxen,55486,53360020,Naproxen 500mg tablets (Teva UK Ltd),Naproxen,04070100/10010100
Pain medication,Naproxen,34290,53361020,Naproxen 250mg gastro-resistant tablets (Teva UK Ltd),Naproxen,04070100/10010100
Pain medication,Naproxen,70828,53633021,Naproxen 500mg tablets (DE Pharmaceuticals),Naproxen,04070100/10010100
Pain medication,Naproxen,33111,56630020,Prosaid 250mg Tablet (BHR Pharmaceuticals Ltd),Naproxen,10010100/10010450
Pain medication,Naproxen,23323,56631020,Prosaid 500mg Tablet (BHR Pharmaceuticals Ltd),Naproxen,10010100/10010450
Pain medication,Naproxen,56925,57064020,Naproxen 250mg tablets (Actavis UK Ltd),Naproxen,04070100/10010100
Pain medication,Naproxen,54304,57065020,Naproxen 500mg tablets (Actavis UK Ltd),Naproxen,04070100/10010100
Pain medication,Naproxen,24020,57154020,Valrox 250mg Tablet (Shire Pharmaceuticals Ltd),Naproxen,10010100/10010450
Pain medication,Naproxen,24007,57155020,Valrox 500mg Tablet (Shire Pharmaceuticals Ltd),Naproxen,10010100/10010450
Pain medication,Naproxen,27366,57207020,Naproxen 500mg gastro-resistant tablets (Teva UK Ltd),Naproxen,04070100/10010100
Pain medication,Naproxen,21843,57369020,Pranoxen continus 375mg Tablet (Napp Pharmaceuticals Ltd),Naproxen,10010100/10010450
Pain medication,Naproxen,21816,57370020,Pranoxen continus 500mg Tablet (Napp Pharmaceuticals Ltd),Naproxen sodium,10010100/10010450
Pain medication,Naproxen,25750,57373020,Rheuflex 250mg Tablet (Goldshield Pharmaceuticals Ltd),Naproxen,10010100/10010450
Pain medication,Naproxen,28816,57374020,Rheuflex 500mg Tablet (Goldshield Pharmaceuticals Ltd),Naproxen,10010100/10010450
Pain medication,Naproxen,2288,57757020,Naprosyn 250mg tablets (Atnahs Pharma UK Ltd),Naproxen,04070100/10010100
Pain medication,Naproxen,4320,57758020,Naprosyn 125mg/5ml oral suspension (Roche Products Ltd),Naproxen,00000000
Pain medication,Naproxen,129,57759020,Naprosyn 500mg suppositories (Roche Products Ltd),Naproxen,10010100
Pain medication,Naproxen,1866,57763020,Naprosyn 500mg tablets (Atnahs Pharma UK Ltd),Naproxen,04070100/10010100
Pain medication,Naproxen,3817,57767020,Synflex 275mg tablets (Roche Products Ltd),Naproxen sodium,04070100/10010100
Pain medication,Naproxen,40401,57817020,Naproxen 250mg gastro-resistant tablets (IVAX Pharmaceuticals UK Ltd),Naproxen,04070100/10010100
Pain medication,Naproxen,661,58922020,Naproxen 250mg tablets,Naproxen,04070100/10010100
Pain medication,Naproxen,807,58923020,Naproxen 500mg tablets,Naproxen,04070100/10010100
Pain medication,Naproxen,2197,58924020,Naproxen 375mg Tablet,Naproxen,10010100/10010450
Pain medication,Naproxen,31945,59110020,Naproxen 500mg Gastro-resistant tablet (Sterwin Medicines),Naproxen,10010100/10010450
Pain medication,Naproxen,34670,59135020,Naproxen 250mg Gastro-resistant tablet (Galen Ltd),Naproxen,10010100/10010450
Pain medication,Naproxen,34977,59136020,Naproxen 500mg Gastro-resistant tablet (Galen Ltd),Naproxen,10010100/10010450
Pain medication,Naproxen,34289,59490020,Naproxen 250mg gastro-resistant tablets (Mylan),Naproxen,04070100/10010100
Pain medication,Naproxen,34610,59491020,Naproxen 500mg gastro-resistant tablets (Mylan),Naproxen,04070100/10010100
Pain medication,Naproxen,67768,59492020,Naproxen 250mg tablets (Mylan),Naproxen,04070100/10010100
Pain medication,Naproxen,34738,60413020,Naproxen 250mg gastro-resistant tablets (A A H Pharmaceuticals Ltd),Naproxen,04070100/10010100
Pain medication,Naproxen,65862,61301021,Naproxen 250mg effervescent tablets sugar free,Naproxen,10010100
Pain medication,Naproxen,67117,61302021,Stirlescent 250mg effervescent tablets (Stirling Anglian Pharmaceuticals Ltd),Naproxen,10010100
Pain medication,Naproxen,58221,61528020,Naproxen 250mg gastro-resistant tablets (Actavis UK Ltd),Naproxen,04070100/10010100
Pain medication,Naproxen,30982,61530020,Naproxen 500mg gastro-resistant tablets (Actavis UK Ltd),Naproxen,04070100/10010100
Pain medication,Naproxen,30168,62234020,Arthroxen 250mg Tablet (C P Pharmaceuticals Ltd),Naproxen,10010100/10010450
Pain medication,Naproxen,23121,62235020,Arthroxen 500mg Tablet (C P Pharmaceuticals Ltd),Naproxen,10010100/10010450
Pain medication,Naproxen,21840,62238020,Arthrosin 250 tablets (Ashbourne Pharmaceuticals Ltd),Naproxen,04070100/10010100
Pain medication,Naproxen,20385,62239020,Arthrosin 500 tablets (Ashbourne Pharmaceuticals Ltd),Naproxen,04070100/10010100
Pain medication,Naproxen,46440,63631020,Naproxen 500mg Tablet (M & A Pharmachem Ltd),Naproxen,10010100/10010450
Pain medication,Naproxen,140,64941020,Naproxen 500mg suppositories,Naproxen,04070100/10010100
Pain medication,Naproxen,5407,64942020,Naproxen 125mg/5ml oral suspension,Naproxen,04070100/10010100
Pain medication,Naproxen,1043,64945020,Naproxen sodium 275mg tablets,Naproxen sodium,04070100/10010100
Pain medication,Naproxen,3939,66527020,Napratec OP tablets (Pfizer Ltd),,10010300
Pain medication,Naproxen,4984,66530020,Naproxen 500mg tablets and Misoprostol 200microgram tablets,,10010300
Pain medication,Naproxen,3972,67330020,Naprosyn EC 250mg tablets (Atnahs Pharma UK Ltd),Naproxen,04070100/10010100
Pain medication,Naproxen,4045,67331020,Naprosyn EC 375mg tablets (Atnahs Pharma UK Ltd),Naproxen,04070100/10010100
Pain medication,Naproxen,3901,67332020,Naprosyn EC 500mg tablets (Atnahs Pharma UK Ltd),Naproxen,04070100/10010100
Pain medication,Naproxen,66993,68881021,Naproxen 125mg/5ml oral suspension sugar free,Naproxen,04070100/10010100
Pain medication,Naproxen,68470,68882021,Naproxen 25mg/ml oral suspension sugar free (Orion Pharma (UK) Ltd),Naproxen,04070100/10010100
Pain medication,Naproxen,34143,73699020,Naprosyn 375 Tablet (Roche Products Ltd),Naproxen,10010100/10010450
Pain medication,Naproxen,69645,73768021,Naproxen 50mg/ml oral suspension (Thornton & Ross Ltd),Naproxen,04070100/10010100
Pain medication,Naproxen,3496,74060020,Nycopren 250mg gastro-resistant tablets (Ardern Healthcare Ltd),Naproxen,04070100/10010100
Pain medication,Naproxen,17165,74061020,Nycopren 500mg gastro-resistant tablets (Ardern Healthcare Ltd),Naproxen,04070100/10010100
Pain medication,Naproxen,3431,74064020,Naproxen 250mg gastro-resistant tablets,Naproxen,04070100/10010100
Pain medication,Naproxen,3053,74065020,Naproxen 500mg gastro-resistant tablets,Naproxen,04070100/10010100
Pain medication,Naproxen,3432,74066020,Naproxen 375mg gastro-resistant tablets,Naproxen,04070100/10010100
Pain medication,Naproxen,15104,74182020,Naproxen 500mg Granules,Naproxen,10010100/10010450
Pain medication,Naproxen,15023,74183020,Naproxen 375mg Modified-release tablet,Naproxen,10010100/10010450
Pain medication,Naproxen,5268,74184020,Naproxen 500mg modified-release tablets,Naproxen sodium,10010100
Pain medication,Naproxen,8663,74549020,Naprosyn S/R 500mg tablets (Roche Products Ltd),Naproxen sodium,10010100
Pain medication,Naproxen,26216,74809020,Timpron 500mg Tablet (Berk Pharmaceuticals Ltd),Naproxen,10010100/10010450
Pain medication,Naproxen,26242,74810020,Timpron 250mg Tablet (Berk Pharmaceuticals Ltd),Naproxen,10010100/10010450
Pain medication,Naproxen,26231,74811020,Timpron 500mg Gastro-resistant tablet (Berk Pharmaceuticals Ltd),Naproxen,10010100/10010450
Pain medication,Naproxen,69828,75196021,Naproxen 50mg/ml oral suspension (Alliance Healthcare (Distribution) Ltd),Naproxen,04070100/10010100
Pain medication,Naproxen,47994,75578020,Naproxen 250mg Gastro-resistant tablet (Almus Pharmaceuticals Ltd),Naproxen,10010100/10010450
Pain medication,Naproxen,46848,75583020,Naproxen 500mg Gastro-resistant tablet (Almus Pharmaceuticals Ltd),Naproxen,10010100/10010450
Pain medication,Naproxen,71709,75871021,Naproxen 50mg/ml oral suspension (A A H Pharmaceuticals Ltd),Naproxen,04070100/10010100
Pain medication,Naproxen,48161,75930020,Naproxen 500mg Tablet (Almus Pharmaceuticals Ltd),Naproxen,10010100/10010450
Pain medication,Naproxen,25341,86551020,Arthrosin EC 250 tablets (Ashbourne Pharmaceuticals Ltd),Naproxen,04070100/10010100
Pain medication,Naproxen,25342,86553020,Arthrosin EC 500 tablets (Ashbourne Pharmaceuticals Ltd),Naproxen,04070100/10010100
Pain medication,Naproxen,15180,86566020,Naproxen and misoprostol 500mgwith200microgram combined Tablet,Naproxen/Misoprostol,01030400/10010100
Pain medication,Naproxen,17733,86585020,Condrotec 500mg+200microgram Tablet (Pharmacia Ltd),Naproxen/Misoprostol,01030400/10010100
Pain medication,Naproxen,31429,86902020,Timpron 250mg Gastro-resistant tablet (Berk Pharmaceuticals Ltd),Naproxen,10010100/10010450
Pain medication,Naproxen,45262,92261020,Naproxen Oral solution,Naproxen,10010100/10010450
Pain medication,Naproxen,38511,94811020,Feminax Ultra 250mg gastro-resistant tablets (Bayer Plc),Naproxen,04070100/10010100
Pain medication,Naproxen,39693,96624020,Naproxen 200mg/5ml oral suspension,Naproxen,04070100/10010100
Pain medication,Naproxen,44800,99218020,Naproxen 500mg / Esomeprazole 20mg modified-release tablets,Esomeprazole magnesium trihydrate/Naproxen,01030500/10010100
Pain medication,Naproxen,44986,99220020,Vimovo 500mg/20mg modified-release tablets (AstraZeneca UK Ltd),Esomeprazole magnesium trihydrate/Naproxen,01030500/10010100
Pain medication,Meloxicam,61235,08345020,Meloxicam 7.5mg tablets (Sigma Pharmaceuticals Plc),Meloxicam,10010100
Pain medication,Meloxicam,57370,17125021,Meloxicam 15mg orodispersible tablets sugar free,Meloxicam,10010100
Pain medication,Meloxicam,57475,17127021,Meloxicam 7.5mg orodispersible tablets sugar free,Meloxicam,10010100
Pain medication,Meloxicam,35935,72118020,Meloxicam 7.5mg tablets (Somex Pharma),Meloxicam,10010100
Pain medication,Meloxicam,68932,72122020,Meloxicam 15mg tablets (Somex Pharma),Meloxicam,10010100
Pain medication,Meloxicam,56275,72217020,Meloxicam 7.5mg tablets (Teva UK Ltd),Meloxicam,10010100
Pain medication,Meloxicam,66364,72791020,Meloxicam 15mg tablets (Actavis UK Ltd),Meloxicam,10010100
Pain medication,Meloxicam,60705,73358020,Meloxicam 15mg tablets (Niche Generics Ltd),Meloxicam,10010100
Pain medication,Meloxicam,71989,75558020,Meloxicam 15mg tablets (Almus Pharmaceuticals Ltd),Meloxicam,10010100
Pain medication,Meloxicam,2243,81614020,Meloxicam 7.5mg tablets,Meloxicam,10010100
Pain medication,Meloxicam,1469,81615020,Meloxicam 15mg tablets,Meloxicam,10010100
Pain medication,Meloxicam,850,81638020,Mobic 7.5mg tablets (Boehringer Ingelheim Ltd),Meloxicam,10010100
Pain medication,Meloxicam,1470,81639020,Mobic 15mg tablets (Boehringer Ingelheim Ltd),Meloxicam,10010100
Pain medication,Meloxicam,3170,81649020,Meloxicam 15mg suppositories,Meloxicam,10010100
Pain medication,Meloxicam,11970,81650020,Meloxicam 7.5mg suppositories,Meloxicam,10010100
Pain medication,Meloxicam,13627,81658020,Mobic 15mg suppositories (Boehringer Ingelheim Ltd),Meloxicam,10010100
Pain medication,Meloxicam,754,81659020,Mobic 7.5mg suppositories (Boehringer Ingelheim Ltd),Meloxicam,10010100
Pain medication,Celecoxib,66757,08508020,Celebrex 200mg capsules (Waymade Healthcare Plc),Celecoxib,10010100
Pain medication,Celecoxib,55582,08512020,Celebrex 200mg capsules (Lexon (UK) Ltd),Celecoxib,10010100
Pain medication,Celecoxib,62840,08517020,Celebrex 100mg capsules (DE Pharmaceuticals),Celecoxib,10010100
Pain medication,Celecoxib,52420,08519020,Celebrex 100mg capsules (Mawdsley-Brooks & Company Ltd),Celecoxib,10010100
Pain medication,Celecoxib,50059,08520020,Celebrex 100mg capsules (Necessity Supplies Ltd),Celecoxib,10010100
Pain medication,Celecoxib,65016,40716021,Celecoxib 200mg capsules (Alliance Healthcare (Distribution) Ltd),Celecoxib,10010100
Pain medication,Celecoxib,66571,43103021,Celecoxib 200mg capsules (Actavis UK Ltd),Celecoxib,10010100
Pain medication,Celecoxib,64245,43104021,Celecoxib 200mg capsules (A A H Pharmaceuticals Ltd),Celecoxib,10010100
Pain medication,Celecoxib,72925,43107021,Celecoxib 100mg capsules (A A H Pharmaceuticals Ltd),Celecoxib,10010100
Pain medication,Celecoxib,64935,52306021,Celecoxib 200mg capsules (Sigma Pharmaceuticals Plc),Celecoxib,10010100
Pain medication,Celecoxib,72293,70662021,Celecoxib 200mg capsules (Mylan),Celecoxib,10010100
Pain medication,Celecoxib,474,79023020,Celecoxib 100mg capsules,Celecoxib,10010100
Pain medication,Celecoxib,5254,79024020,Celecoxib 200mg capsules,Celecoxib,10010100
Pain medication,Celecoxib,5175,81597020,Celebrex 100mg capsules (Pfizer Ltd),Celecoxib,10010100
Pain medication,Celecoxib,5080,81598020,Celebrex 200mg capsules (Pfizer Ltd),Celecoxib,10010100
Pain medication,Celecoxib,43616,98663020,Celecoxib 400mg capsules,Celecoxib,10010100
Pain medication,Etoricoxib,51284,10595020,Arcoxia 60mg tablets (Sigma Pharmaceuticals Plc),Etoricoxib,10010100
Pain medication,Etoricoxib,56584,10596020,Arcoxia 60mg tablets (Lexon (UK) Ltd),Etoricoxib,10010100
Pain medication,Etoricoxib,66486,10601020,Arcoxia 90mg tablets (DE Pharmaceuticals),Etoricoxib,10010100
